"site","who","transect","segment","specimen_number","gross_ID","plant","notes","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fine_ID","date","year","captured","finest_ID","drought"
"Virginia Basin","RK","P5",3,15220,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P5",3,15221,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","RK","P5",3,15222,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P5",3,15223,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P7",8,15224,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P7",8,15225,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-07",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P7",8,15226,"Other fly","Senecio crassulus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-07",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P7",3,15227,"Other fly","Pseudocymopterus montanus","","Diptera","Anthomyiidae","","","","Anthomyiidae 5","2016-07-07",2016,"True","Anthomyiidae 5","non-drought"
"Virginia Basin","RK","P7",3,15228,"Small black solitary bee","Pseudocymopterus montanus","","Hymenoptera","Andrenidae","Panurginae","Panurginus","cressoniellus","Panurginus cressoniellus","2016-07-07",2016,"True","Panurginus cressoniellus","non-drought"
"Virginia Basin","RK","P3",1,15229,"Small megachile","Fragaria virginiana","","Hymenoptera","Andrenidae","Panurginae","Panurginus","ineptus","Panurginus ineptus","2016-07-07",2016,"True","Panurginus ineptus","non-drought"
"Virginia Basin","RK","P3",6,15230,"Other fly","Draba aurea","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-07",2016,"True","Cheilosia","non-drought"
"Virginia Basin","RK","P1",6,15231,"Other fly","Pseudocymopterus montanus","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","ASM","P3",5,15232,"Other fly","Pseudocymopterus montanus","Small","Diptera",NA,"","","","","2016-07-07",2016,"True","Other fly","non-drought"
"Virginia Basin","ASM","P3",5,15233,"Small megachile","Fragaria virginiana","SPECIMEN RELEASED","Hymenoptera",NA,"","","","","2016-07-07",2016,"True","Small megachile","non-drought"
"Virginia Basin","ASM","P3",5,15234,"Other fly","Pseudocymopterus montanus","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","ASM","P1",5,15235,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P1",5,15236,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P5",7,15237,"Other fly","Castilleja sulphurea","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-07",2016,"True","Thricops","non-drought"
"Virginia Basin","ASM","P5",7,15238,"Other fly","Potentilla pulcherrima","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-07",2016,"True","Cheilosia","non-drought"
"Virginia Basin","ASM","P5",8,15239,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","ASM","P3",9,15240,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P3",9,15241,"Other fly","Castilleja sulphurea","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-07",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","ASM","P7",4,15242,"Other fly","Draba aurea","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-07",2016,"True","Cheilosia","non-drought"
"Virginia Basin","ASM","P7",4,15243,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P7",4,15244,"Small megachile","Pseudocymopterus montanus","SPECIMEN RELEASED","Hymenoptera",NA,"","","","","2016-07-07",2016,"True","Small megachile","non-drought"
"Virginia Basin","ASM","P7",2,15245,"Other fly","Draba aurea","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-07",2016,"True","Cheilosia","non-drought"
"Virginia Basin","ASM","P7",2,15246,"Other fly","Pseudocymopterus montanus","Specimen is the smaller fly in vial","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P7",5,15247,"Other fly","Draba aurea","","Diptera",NA,"","","","","2016-07-07",2016,"True","Other fly","non-drought"
"Virginia Basin","ASM","P7",5,15248,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-07",2016,"True","Thricops","non-drought"
"Virginia Basin","ASM","P7",5,15249,"Other fly","Draba aurea","","Diptera","Muscidae","Azeliinae","Thricops","septentrionalis","Thricops","2016-07-07",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P5",5,15251,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-07",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P5",5,15252,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P5",5,15253,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera","Andrenidae","Panurginae","Panurginus","ineptus","Panurginus ineptus","2016-07-07",2016,"True","Panurginus ineptus","non-drought"
"Virginia Basin","DRM","P5",5,15254,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",5,15255,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-07",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P5",5,15256,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-07",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P5",5,15257,"Other fly","Linum lewisii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-07",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P5",5,15258,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",6,15259,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera","Andrenidae","Andreninae","Andrena","","Andrena","2016-07-07",2016,"True","Andrena","non-drought"
"Virginia Basin","DRM","P5",6,15260,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P7",9,15261,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P1",3,15262,"Hemiptera","Fragaria virginiana","Nabidae?","Hemiptera",NA,"","","","","2016-07-07",2016,"True","Hemiptera","non-drought"
"Virginia Basin","DRM","P1",3,15263,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P7",7,15264,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-07",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P7",7,15265,"Other fly","Senecio crassulus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P7",7,15266,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P7",7,15267,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",1,15268,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","","2016-07-07",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P5",1,15269,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",1,15270,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","","2016-07-07",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P5",4,15271,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-07",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P5",4,15272,"Other fly","Potentilla pulcherrima","Unclear which was on flower","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",4,15273,"Other fly","Potentilla pulcherrima","Unclear which was on flower","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",4,15274,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P5",4,15275,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",4,15276,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P5",4,15277,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P3",2,15278,"Small black solitary bee","Fragaria virginiana","","Hymenoptera","Andrenidae","Panurginae","Panurginus","","Panurginus","2016-07-07",2016,"True","Panurginus","non-drought"
"Virginia Basin","DRM","P3",2,15279,"Other fly","Geranium richardsonii","","Diptera","Empididae","","","","Empididae","2016-07-07",2016,"True","Empididae","non-drought"
"Virginia Basin","DRM","P3",2,15280,"Other fly","Geranium richardsonii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P3",2,15281,"Other fly","Fragaria virginiana","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-07",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P5",10,15282,"Other fly","Valeriana occidentalis","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-07",2016,"True","Cheilosia","non-drought"
"Virginia Basin","DRM","P5",10,15283,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-07",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P7",10,15284,"Other fly","Pseudocymopterus montanus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-07",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P7",10,15285,"Small black solitary bee","Pseudocymopterus montanus","Looks like A2, but I feel confident that no long sternal hairs","Hymenoptera","Andrenidae","Panurginae","Panurginus","ineptus","Panurginus ineptus","2016-07-07",2016,"True","Panurginus ineptus","non-drought"
"Virginia Basin","DRM","P7",10,15286,"Other fly","Pseudocymopterus montanus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-07",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P7",10,15287,"Other fly","Valeriana occidentalis","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P7",10,15288,"Other fly","Valeriana occidentalis","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-07",2016,"True","Phaonia","non-drought"
"Avery Picnic","LAT","P7",2,15289,"Other fly","Hydrophyllum fendleri","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-11",2016,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LAT","P7",2,15290,"Other fly","Hydrophyllum fendleri","Accidental catch with above fly","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P7",2,15291,"Other fly","Hydrophyllum fendleri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P7",2,15292,"Bombus flavifrons","Hydrophyllum fendleri","","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","2016-07-11",2016,"True","Bombus flavifrons","non-drought"
"Avery Picnic","LAT","P7",2,15293,"Other fly","Hydrophyllum fendleri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P7",2,15294,"Other fly","Hydrophyllum fendleri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P7",2,15295,"Other fly","Hydrophyllum fendleri","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-11",2016,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LAT","P5",3,15296,"Other fly","Hymenoxys hoopesii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P7",3,15297,"Hemiptera","Linum lewisii","doesn't say if 1 or 2","Diptera","Syrphidae","Syrphinae","Platycheirus","","Platycheirus 1","2016-07-11",2016,"True","Platycheirus 1","non-drought"
"Avery Picnic","LAT","P7",3,15298,"Other fly","Linum lewisii","","Diptera",NA,"","","","Cicadellidae","2016-07-11",2016,"True","Cicadellidae","non-drought"
"Avery Picnic","LAT","P7",3,15299,"Other fly","Linum lewisii","doesn't say if 1 or 2","Diptera","Syrphidae","Syrphinae","Platycheirus","","Platycheirus 1","2016-07-11",2016,"True","Platycheirus 1","non-drought"
"Avery Picnic","LAT","P3",1,15300,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15301,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15302,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15303,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15304,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15305,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15306,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15307,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","Hemiptera","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15308,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P3",1,15309,"Hemiptera","Heracleum sphondylium","","Hemiptera",NA,"","","","Miridae","2016-07-11",2016,"True","Miridae","non-drought"
"Avery Picnic","LAT","P3",1,15310,"Other fly","Heracleum sphondylium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P3",1,15311,"Other fly","Heracleum sphondylium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P3",1,15312,"Beetles","Delphinium barbeyi","","Coleoptera",NA,"","","","Silphidae","2016-07-11",2016,"True","Silphidae","non-drought"
"Avery Picnic","LAT","P3",1,15313,"Beetles","Delphinium barbeyi","","Coleoptera",NA,"","","","Pselaphidae","2016-07-11",2016,"True","Pselaphidae","non-drought"
"Avery Picnic","LAT","P3",1,15314,"Other fly","Heracleum sphondylium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P3",1,15315,"Other fly","Heracleum sphondylium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P3",1,15316,"Other fly","Heracleum sphondylium","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-11",2016,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LAT","P5",2,15317,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P5",5,15318,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-11",2016,"True","Thricops","non-drought"
"Avery Picnic","LAT","P5",5,15319,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
"Avery Picnic","LAT","P5",5,15320,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2016-07-11",2016,"True","Hemiptera","non-drought"
